name.x,date,year,word,n.x,total.x,idf.x,tf_idf.x,source.x,tf.x,name.y,n.y,total.y,idf.y,tf_idf.y,source.y,tf.y,sentiment
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,urban,2,3011,1.8713723466779095,0.001243023810480179,APSA,6.642311524410495e-4,Vested Interests and Political Institutions,3,6092,1.8713723466779095,9.215556533213605e-4,PSQ,4.924491135915955e-4,economic
Unlikely Democrats,2016-09-19,2016,agricultural,2,4861,2.947884288345353,0.0012128715442688142,APSA,4.114379757251594e-4,The Causes and Effects of International Treaties,1,2889,2.947884288345353,0.0010203822389565087,PSQ,3.4614053305642093e-4,economic
Unlikely Democrats,2016-09-19,2016,banks,2,4861,2.5589484821883994,0.0010528485834965643,APSA,4.114379757251594e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.5589484821883994,5.888054491919925e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,corruption,2,4861,2.246573797146247,9.243257754150368e-4,APSA,4.114379757251594e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,4,4182,2.246573797146247,0.0021488032493029623,PSQ,9.564801530368245e-4,economic
Unlikely Democrats,2016-09-19,2016,corruption,2,4861,2.246573797146247,9.243257754150368e-4,APSA,4.114379757251594e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,2.246573797146247,0.001033858167117463,PSQ,4.601932811780948e-4,economic
Unlikely Democrats,2016-09-19,2016,corruption,2,4861,2.246573797146247,9.243257754150368e-4,APSA,4.114379757251594e-4,Intelligence and the Iraq and Afghanistan Wars,1,4334,2.246573797146247,5.183603592861668e-4,PSQ,2.3073373327180433e-4,economic
Unlikely Democrats,2016-09-19,2016,income,2,4861,1.0450429964758627,4.299703750157839e-4,APSA,4.114379757251594e-4,"Democracy, Elite Bias, and Redistribution in Latin America",55,4346,1.0450429964758627,0.013225348551811424,PSQ,0.012655315232397607,economic
Unlikely Democrats,2016-09-19,2016,income,2,4861,1.0450429964758627,4.299703750157839e-4,APSA,4.114379757251594e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,3,4182,1.0450429964758627,7.496721638994712e-4,PSQ,7.173601147776184e-4,economic
Unlikely Democrats,2016-09-19,2016,investments,2,4861,2.581421338040458,0.0010620947698170985,APSA,4.114379757251594e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.581421338040458,5.939763778279931e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,revolutionary,2,4861,2.9156234261271314,0.001199598200422601,APSA,4.114379757251594e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.9156234261271314,6.708751555745816e-4,PSQ,2.300966405890474e-4,moral
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,development,2,3051,0.9210310984324304,6.037568655735368e-4,APSA,6.555227794165847e-4,Political Engagement,1,2569,0.9210310984324304,3.5851736023060737e-4,PSQ,3.8925652004671076e-4,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,conflicts,2,2619,1.6338081350372617,0.001247657987810051,APSA,7.636502481863307e-4,American Umpire,2,319,1.6338081350372617,0.010243311191456186,PSQ,0.006269592476489028,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,cost,2,2619,0.9318889684044794,7.116372420041844e-4,APSA,7.636502481863307e-4,Political Engagement,2,2569,0.9318889684044794,7.254877138220937e-4,PSQ,7.785130400934215e-4,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,cost,2,2619,0.9318889684044794,7.116372420041844e-4,APSA,7.636502481863307e-4,The Constitution of Risk,1,315,0.9318889684044794,0.0029583776774745377,PSQ,0.0031746031746031746,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,future,2,2619,0.4110697789553349,3.139135387211416e-4,APSA,7.636502481863307e-4,Long Wars and the Constitution,1,277,0.4110697789553349,0.0014840064222214257,PSQ,0.0036101083032490976,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,future,2,2619,0.4110697789553349,3.139135387211416e-4,APSA,7.636502481863307e-4,Political Engagement,1,2569,0.4110697789553349,1.6001159165252428e-4,PSQ,3.8925652004671076e-4,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,future,2,2619,0.4110697789553349,3.139135387211416e-4,APSA,7.636502481863307e-4,The Constitution of Risk,1,315,0.4110697789553349,0.0013049834252550315,PSQ,0.0031746031746031746,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,rate,2,2619,0.7096191611388666,5.419008485214713e-4,APSA,7.636502481863307e-4,Political Engagement,5,2569,0.7096191611388666,0.0013811194261169066,PSQ,0.001946282600233554,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,spending,2,2619,1.2967067697384875,9.902304465356912e-4,APSA,7.636502481863307e-4,Political Engagement,1,2569,1.2967067697384875,5.047515647094151e-4,PSQ,3.8925652004671076e-4,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,economic,1,3365,0.5544699789820188,1.647756252546861e-4,APSA,2.9717682020802375e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,0.5544699789820188,6.131256678754355e-4,PSQ,0.0011057869517139699,economic
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,children,1,3248,2.068325565739928,6.367997431465295e-4,APSA,3.078817733990148e-4,"When the State Speaks, What Should It Say? How Democracies Can Protect Expression and Promote Equality",1,275,2.068325565739928,0.00752118387541792,PSQ,0.0036363636363636364,moral
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,environment,1,3248,0.8663956630437925,2.667474332031381e-4,APSA,3.078817733990148e-4,"Integrating Climate, Energy, and Air Pollution Policies",1,308,0.8663956630437925,0.002812972931960365,PSQ,0.003246753246753247,environmental
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,environment,1,3248,0.8663956630437925,2.667474332031381e-4,APSA,3.078817733990148e-4,What Really Happened in Planning for Postwar Iraq?,1,4719,0.8663956630437925,1.8359730092049005e-4,PSQ,2.1190930281839374e-4,environmental
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,future,1,3248,0.4110697789553349,1.265608925355095e-4,APSA,3.078817733990148e-4,What Really Happened in Planning for Postwar Iraq?,7,4719,0.4110697789553349,6.097665718769538e-4,PSQ,0.0014833651197287562,moral
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,future,1,3248,0.4110697789553349,1.265608925355095e-4,APSA,3.078817733990148e-4,"Integrating Climate, Energy, and Air Pollution Policies",1,308,0.4110697789553349,0.001334642139465373,PSQ,0.003246753246753247,moral
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,future,1,3248,0.4110697789553349,1.265608925355095e-4,APSA,3.078817733990148e-4,The U.S. Women's Jury Movements and Strategic Adaptation,1,286,0.4110697789553349,0.001437306919424248,PSQ,0.0034965034965034965,moral
"Hawks, Doves, and Peace",2018-09-19,2018,allies,1,3483,2.160918352567753,6.204187058764723e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,21,4818,2.160918352567753,0.009418697676198176,PSQ,0.0043586550435865505,security
"Hawks, Doves, and Peace",2018-09-19,2018,allies,1,3483,2.160918352567753,6.204187058764723e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,14,5055,2.160918352567753,0.0059847392553805225,PSQ,0.0027695351137487635,security
"Hawks, Doves, and Peace",2018-09-19,2018,conflict,1,3483,0.8891474200272084,2.5528206144909805e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,10,4818,0.8891474200272084,0.001845469946092172,PSQ,0.0020755500207555004,security
"Hawks, Doves, and Peace",2018-09-19,2018,conflict,1,3483,0.8891474200272084,2.5528206144909805e-4,APSA,2.871088142405972e-4,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",6,5423,0.8891474200272084,9.837515250162732e-4,PSQ,0.0011063986723215931,security
"Hawks, Doves, and Peace",2018-09-19,2018,conflict,1,3483,0.8891474200272084,2.5528206144909805e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,2,5055,0.8891474200272084,3.5178928586635346e-4,PSQ,3.956478733926805e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,conflict,1,3483,0.8891474200272084,2.5528206144909805e-4,APSA,2.871088142405972e-4,The De‐Institutionalization of Congress,2,2794,0.8891474200272084,6.364691625105285e-4,PSQ,7.158196134574087e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,conflict,1,3483,0.8891474200272084,2.5528206144909805e-4,APSA,2.871088142405972e-4,Erratum,1,29,0.8891474200272084,0.030660255863007184,PSQ,0.034482758620689655,security
"Hawks, Doves, and Peace",2018-09-19,2018,defense,1,3483,1.678860798978205,4.8201573326965406e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,13,5055,1.678860798978205,0.004317545081447411,PSQ,0.0025717111770524235,security
"Hawks, Doves, and Peace",2018-09-19,2018,defense,1,3483,1.678860798978205,4.8201573326965406e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,7,4818,1.678860798978205,0.0024391916963153663,PSQ,0.0014528850145288502,security
"Hawks, Doves, and Peace",2018-09-19,2018,expenditures,1,3483,2.075151530810328,5.957942953805134e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,1,4818,2.075151530810328,4.3070808028441846e-4,PSQ,2.0755500207555002e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,expenditures,1,3483,2.075151530810328,5.957942953805134e-4,APSA,2.871088142405972e-4,The De‐Institutionalization of Congress,1,2794,2.075151530810328,7.427170833250995e-4,PSQ,3.5790980672870435e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,forces,1,3483,1.1133375439120894,3.196490220821388e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,6,5055,1.1133375439120894,0.0013214688948511447,PSQ,0.0011869436201780415,security
"Hawks, Doves, and Peace",2018-09-19,2018,forces,1,3483,1.1133375439120894,3.196490220821388e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,2,4818,1.1133375439120894,4.6215755247492295e-4,PSQ,4.1511000415110004e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,forces,1,3483,1.1133375439120894,3.196490220821388e-4,APSA,2.871088142405972e-4,The De‐Institutionalization of Congress,1,2794,1.1133375439120894,3.984744251653863e-4,PSQ,3.5790980672870435e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,oil,1,3483,2.5928500338640807,7.444300987264085e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,11,4818,2.5928500338640807,0.0059197489357627414,PSQ,0.00228310502283105,economic
"Hawks, Doves, and Peace",2018-09-19,2018,oil,1,3483,2.5928500338640807,7.444300987264085e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,2,5055,2.5928500338640807,0.0010258556019244632,PSQ,3.956478733926805e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,road,1,3483,2.676731517844783,7.685132121288495e-4,APSA,2.871088142405972e-4,The De‐Institutionalization of Congress,1,2794,2.676731517844783,9.580284602164577e-4,PSQ,3.5790980672870435e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,security,1,3483,1.1782251661179641,3.3827883035255935e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,22,4818,1.1782251661179641,0.005380023589579745,PSQ,0.0045662100456621,security
"Hawks, Doves, and Peace",2018-09-19,2018,security,1,3483,1.1782251661179641,3.3827883035255935e-4,APSA,2.871088142405972e-4,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",10,5423,1.1782251661179641,0.002172644599148007,PSQ,0.0018439977872026553,security
"Hawks, Doves, and Peace",2018-09-19,2018,security,1,3483,1.1782251661179641,3.3827883035255935e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,9,5055,1.1782251661179641,0.002097730266085396,PSQ,0.0017804154302670622,security
"Hawks, Doves, and Peace",2018-09-19,2018,security,1,3483,1.1782251661179641,3.3827883035255935e-4,APSA,2.871088142405972e-4,The De‐Institutionalization of Congress,1,2794,1.1782251661179641,4.2169834148817614e-4,PSQ,3.5790980672870435e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,threat,1,3483,1.1291690091287698,3.241943752881912e-4,APSA,2.871088142405972e-4,Bipolarity and the Future of U.S.‐China Relations,9,4818,1.1291690091287698,0.0021092820843003172,PSQ,0.0018679950186799503,security
"Hawks, Doves, and Peace",2018-09-19,2018,threat,1,3483,1.1291690091287698,3.241943752881912e-4,APSA,2.871088142405972e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,3,5055,1.1291690091287698,6.70129975744077e-4,PSQ,5.934718100890207e-4,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,agriculture,1,3044,2.796078275477349,9.185539669767901e-4,APSA,3.28515111695138e-4,The Political Philosophy of Alexander Hamilton,1,348,2.796078275477349,0.008034707688153302,PSQ,0.0028735632183908046,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,budget,1,3044,1.7504904551174596,5.750625673841852e-4,APSA,3.28515111695138e-4,"Deficits, Debt, and the New Politics of Tax Policy",1,292,1.7504904551174596,0.005994830325744724,PSQ,0.003424657534246575,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,class,1,3044,1.4168510815805508,4.6545699132081173e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,3,6044,1.4168510815805508,7.032682403609617e-4,PSQ,4.963600264725347e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,class,1,3044,1.4168510815805508,4.6545699132081173e-4,APSA,3.28515111695138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.4168510815805508,2.992293730898735e-4,PSQ,2.1119324181626187e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,class,1,3044,1.4168510815805508,4.6545699132081173e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,1.4168510815805508,2.4319448705467748e-4,PSQ,1.7164435290078958e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,class,1,3044,1.4168510815805508,4.6545699132081173e-4,APSA,3.28515111695138e-4,No Citizen Left Behind,1,280,1.4168510815805508,0.0021500016412451454,PSQ,0.0015174506828528073,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,cultural,1,3044,1.7857585939549177,5.866486839536523e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,7,6044,1.7857585939549177,0.0020682180935943785,PSQ,0.001158173395102581,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,cultural,1,3044,1.7857585939549177,5.866486839536523e-4,APSA,3.28515111695138e-4,The India Lobby and the Nuclear Agreement with India,5,4976,1.7857585939549177,0.0017943715775270474,PSQ,0.0010048231511254019,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,cultural,1,3044,1.7857585939549177,5.866486839536523e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",2,5826,1.7857585939549177,6.130307565928313e-4,PSQ,3.4328870580157915e-4,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,culture,1,3044,1.8602611212528386,6.111238900304989e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,8,6044,1.8602611212528386,0.0024622913583756964,PSQ,0.0013236267372600927,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,culture,1,3044,1.8602611212528386,6.111238900304989e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",6,5826,1.8602611212528386,0.0019158198983036442,PSQ,0.0010298661174047373,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economy,1,3044,1.2210277053527245,4.0112605300680833e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",10,5826,1.2210277053527245,0.0020958251035920433,PSQ,0.0017164435290078957,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economy,1,3044,1.2210277053527245,4.0112605300680833e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,7,6044,1.2210277053527245,0.0014141618030226789,PSQ,0.001158173395102581,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economy,1,3044,1.2210277053527245,4.0112605300680833e-4,APSA,3.28515111695138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.2210277053527245,2.578727994409133e-4,PSQ,2.1119324181626187e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economy,1,3044,1.2210277053527245,4.0112605300680833e-4,APSA,3.28515111695138e-4,The India Lobby and the Nuclear Agreement with India,1,4976,1.2210277053527245,2.453833813007887e-4,PSQ,2.0096463022508038e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economy,1,3044,1.2210277053527245,4.0112605300680833e-4,APSA,3.28515111695138e-4,The Political Philosophy of Alexander Hamilton,1,348,1.2210277053527245,0.0035087003027377143,PSQ,0.0028735632183908046,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,forces,1,3044,1.1133375439120894,3.6574820759267064e-4,APSA,3.28515111695138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,8,4735,1.1133375439120894,0.0018810349210763918,PSQ,0.001689545934530095,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,forces,1,3044,1.1133375439120894,3.6574820759267064e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,3,6044,1.1133375439120894,5.526162527690714e-4,PSQ,4.963600264725347e-4,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,forces,1,3044,1.1133375439120894,3.6574820759267064e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",2,5826,1.1133375439120894,3.8219620456988996e-4,PSQ,3.4328870580157915e-4,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,industries,1,3044,2.7682987113702735,9.09427960371312e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,2,6044,2.7682987113702735,9.160485477730885e-4,PSQ,3.3090668431502316e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,labor,1,3044,1.4419870548520932,4.737145383876785e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,15,6044,1.4419870548520932,0.0035787236635971874,PSQ,0.002481800132362674,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,poor,1,3044,1.1810223707390253,3.879836960377876e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,2,6044,1.1810223707390253,3.9080819680311886e-4,PSQ,3.3090668431502316e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,poor,1,3044,1.1810223707390253,3.879836960377876e-4,APSA,3.28515111695138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.1810223707390253,2.4942394313390184e-4,PSQ,2.1119324181626187e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,poor,1,3044,1.1810223707390253,3.879836960377876e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,1.1810223707390253,2.027158205868564e-4,PSQ,1.7164435290078958e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,poverty,1,3044,2.262967606921923,7.434190561504347e-4,APSA,3.28515111695138e-4,The Political Philosophy of Alexander Hamilton,1,348,2.262967606921923,0.006502780479660699,PSQ,0.0028735632183908046,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,rate,1,3044,0.7096191611388666,2.3312061798254487e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,0.7096191611388666,1.2180212171968188e-4,PSQ,1.7164435290078958e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,revolution,1,3044,2.376626925394445,7.807578598536285e-4,APSA,3.28515111695138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,6,4735,2.376626925394445,0.0030115652697712083,PSQ,0.0012671594508975714,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,revolution,1,3044,2.376626925394445,7.807578598536285e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,6,6044,2.376626925394445,0.002359325207208251,PSQ,9.927200529450694e-4,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,revolution,1,3044,2.376626925394445,7.807578598536285e-4,APSA,3.28515111695138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",2,5826,2.376626925394445,8.158691813918452e-4,PSQ,3.4328870580157915e-4,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,revolution,1,3044,2.376626925394445,7.807578598536285e-4,APSA,3.28515111695138e-4,The Political Philosophy of Alexander Hamilton,1,348,2.376626925394445,0.006829387716650704,PSQ,0.0028735632183908046,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,tax,1,3044,1.6426577503142443,5.396378943213681e-4,APSA,3.28515111695138e-4,"Deficits, Debt, and the New Politics of Tax Policy",5,292,1.6426577503142443,0.028127701204011032,PSQ,0.017123287671232876,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,tax,1,3044,1.6426577503142443,5.396378943213681e-4,APSA,3.28515111695138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,3,6044,1.6426577503142443,8.153496444312927e-4,PSQ,4.963600264725347e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,taxes,1,3044,2.08202441009809,6.839764816353777e-4,APSA,3.28515111695138e-4,"Deficits, Debt, and the New Politics of Tax Policy",1,292,2.08202441009809,0.0071302205825277045,PSQ,0.003424657534246575,economic
Ideologically Sophisticated Donors,2016-09-19,2016,allies,1,3418,2.160918352567753,6.322171891655216e-4,APSA,2.925687536571094e-4,Decision Making in Using Assassinations in International Relations,4,5254,2.160918352567753,0.0016451605272689402,PSQ,7.613247049866769e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,allies,1,3418,2.160918352567753,6.322171891655216e-4,APSA,2.925687536571094e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,2.160918352567753,9.971935175670295e-4,PSQ,4.6146746654360867e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,cost,1,3418,0.9318889684044794,2.72641594032908e-4,APSA,2.925687536571094e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,6,4182,0.9318889684044794,0.0013369999546692676,PSQ,0.0014347202295552368,economic
Ideologically Sophisticated Donors,2016-09-19,2016,cost,1,3418,0.9318889684044794,2.72641594032908e-4,APSA,2.925687536571094e-4,Decision Making in Using Assassinations in International Relations,5,5254,0.9318889684044794,8.868376174385986e-4,PSQ,9.51655881233346e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,cost,1,3418,0.9318889684044794,2.72641594032908e-4,APSA,2.925687536571094e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,0.9318889684044794,4.3003644134955213e-4,PSQ,4.6146746654360867e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,cost,1,3418,0.9318889684044794,2.72641594032908e-4,APSA,2.925687536571094e-4,The Causes and Effects of International Treaties,2,2889,0.9318889684044794,6.451290885458494e-4,PSQ,6.922810661128419e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,cost,1,3418,0.9318889684044794,2.72641594032908e-4,APSA,2.925687536571094e-4,Deterring Rational Fanatics,1,406,0.9318889684044794,0.0022952930256267966,PSQ,0.0024630541871921183,economic
Ideologically Sophisticated Donors,2016-09-19,2016,democratic,1,3418,0.45888765330582776,1.3425618879632175e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",21,4346,0.45888765330582776,0.0022173586561027112,PSQ,0.0048320294523699955,moral
Ideologically Sophisticated Donors,2016-09-19,2016,democratic,1,3418,0.45888765330582776,1.3425618879632175e-4,APSA,2.925687536571094e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,17,4182,0.45888765330582776,0.0018653969646578365,PSQ,0.0040650406504065045,moral
Ideologically Sophisticated Donors,2016-09-19,2016,democratic,1,3418,0.45888765330582776,1.3425618879632175e-4,APSA,2.925687536571094e-4,Decision Making in Using Assassinations in International Relations,2,5254,0.45888765330582776,1.7468125363754387e-4,PSQ,3.8066235249333843e-4,moral
Ideologically Sophisticated Donors,2016-09-19,2016,democratic,1,3418,0.45888765330582776,1.3425618879632175e-4,APSA,2.925687536571094e-4,The Causes and Effects of International Treaties,2,2889,0.45888765330582776,3.176792338565786e-4,PSQ,6.922810661128419e-4,moral
Ideologically Sophisticated Donors,2016-09-19,2016,democratic,1,3418,0.45888765330582776,1.3425618879632175e-4,APSA,2.925687536571094e-4,"Who Governs? Presidents, Public Opinion, and Manipulation",1,314,0.45888765330582776,0.0014614256474707891,PSQ,0.0031847133757961785,moral
Ideologically Sophisticated Donors,2016-09-19,2016,developed,1,3418,0.7972664681976223,2.3325525693318382e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",3,4346,0.7972664681976223,5.503450079597024e-4,PSQ,6.902899217671422e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,developed,1,3418,0.7972664681976223,2.3325525693318382e-4,APSA,2.925687536571094e-4,Decision Making in Using Assassinations in International Relations,1,5254,0.7972664681976223,1.5174466467408114e-4,PSQ,1.9033117624666921e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,developed,1,3418,0.7972664681976223,2.3325525693318382e-4,APSA,2.925687536571094e-4,The Causes and Effects of International Treaties,1,2889,0.7972664681976223,2.75966240289935e-4,PSQ,3.4614053305642093e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,development,1,3418,0.9210310984324304,2.6946492054781465e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,0.9210310984324304,4.2385232325468496e-4,PSQ,4.601932811780948e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,development,1,3418,0.9210310984324304,2.6946492054781465e-4,APSA,2.925687536571094e-4,The Causes and Effects of International Treaties,2,2889,0.9210310984324304,6.376123907458847e-4,PSQ,6.922810661128419e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,development,1,3418,0.9210310984324304,2.6946492054781465e-4,APSA,2.925687536571094e-4,The Political Roots of Racial Tracking in American Criminal Justice,1,294,0.9210310984324304,0.003132758838205545,PSQ,0.003401360544217687,economic
Ideologically Sophisticated Donors,2016-09-19,2016,financing,1,3418,2.9812207086129447,8.722120270956539e-4,APSA,2.925687536571094e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.9812207086129447,6.85968869906338e-4,PSQ,2.300966405890474e-4,economic
